Item	Frequência	Ranking
dieta	19504	4006
intelectual	19501	4007
incluído	19495	4008
prioridades	19493	4009
deslocação	19492	4010
diabetes	19492	4011
classes	19486	4012
ficha	19483	4013
líquido	19482	4014
metodologias	19481	4015
especialização	19479	4016
estoril	19467	4017
ramo	19439	4018
concretizar	19438	4019
negociar	19436	4020
larga	19408	4021
cumpre	19407	4022
levado	19397	4023
araújo	19396	4024
síntese	19393	4025
nintendo	19391	4026
árvore	19391	4027
simultâneo	19386	4028
calma	19361	4029
aceite	19361	4030
profundo	19337	4031
álvaro	19336	4032
crónica	19332	4033
carteira	19331	4034
abandono	19331	4035
actualização	19316	4036
inglesa	19315	4037
flexibilidade	19313	4038
coletiva	19302	4039
avança	19298	4040
elétrica	19297	4041
tornar-se	19281	4042
interessantes	19276	4043
variáveis	19272	4044
forum	19267	4045
garagem	19266	4046
cuidar	19263	4047
respetivas	19261	4048
aproveitamento	19258	4049
voluntariado	19252	4050
moradores	19245	4051
jurisprudência	19231	4052
distintas	19213	4053
referentes	19209	4054
concretamente	19205	4055
duma	19193	4056
donald	19191	4057
lol	19190	4058
vereador	19175	4059
aprovou	19171	4060
contribui	19167	4061
dívidas	19158	4062
expressamente	19141	4063
by	19136	4064
lesões	19131	4065
alemã	19131	4066
cenários	19124	4067
desculpa	19114	4068
acha	19104	4069
entradas	19097	4070
exposto	19090	4071
habitualmente	19090	4072
usb	19089	4073
artificial	19085	4074
escolaridade	19075	4075
diretora	19074	4076
aa	19073	4077
inicio	19073	4078
deixaram	19067	4079
isenção	19067	4080
cargos	19066	4081
internacionalização	19066	4082
fico	19060	4083
secretária	19055	4084
painéis	19055	4085
pressupostos	19054	4086
navios	19045	4087
nazaré	19040	4088
visualizar	19034	4089
queixa	19028	4090
reformas	19028	4091
coesão	19027	4092
audição	19014	4093
net	19010	4094
belém	19009	4095
convento	18999	4096
paragem	18998	4097
recomendo	18991	4098
extraordinária	18987	4099
séc	18974	4100
t	18962	4101
produtor	18955	4102
máscara	18954	4103
le	18954	4104
ensaios	18953	4105
obstante	18952	4106
protegido	18945	4107
matosinhos	18944	4108
ranking	18941	4109
f.	18941	4110
barra	18931	4111
conversas	18924	4112
requer	18923	4113
gostam	18884	4114
recusa	18879	4115
frequentes	18874	4116
bonita	18866	4117
protesto	18866	4118
regularmente	18864	4119
velhos	18862	4120
consequente	18860	4121
testar	18854	4122
onda	18840	4123
agricultores	18810	4124
demonstração	18805	4125
precisão	18802	4126
destinados	18794	4127
criadas	18787	4128
permanência	18784	4129
vencedores	18778	4130
explicação	18761	4131
ocorrência	18756	4132
consultoria	18750	4133
seguimento	18745	4134
ilegal	18745	4135
encontrava	18738	4136
intervenientes	18736	4137
extraordinário	18734	4138
pares	18722	4139
parques	18719	4140
ameaças	18717	4141
consentimento	18707	4142
xvi	18706	4143
famoso	18705	4144
aparentemente	18705	4145
retorno	18699	4146
comercialização	18691	4147
atores	18690	4148
modernização	18684	4149
registada	18679	4150
estive	18671	4151
resultante	18669	4152
adolescentes	18664	4153
parecia	18662	4154
terminal	18653	4155
provocar	18651	4156
mercadorias	18648	4157
recorda	18646	4158
jeito	18640	4159
continental	18637	4160
físicas	18637	4161
passados	18628	4162
fabricantes	18627	4163
acabam	18626	4164
promoções	18600	4165
criados	18590	4166
sensor	18586	4167
buscar	18582	4168
trouxe	18577	4169
federal	18576	4170
neto	18572	4171
levaram	18570	4172
produzidos	18564	4173
efectuada	18563	4174
deputada	18549	4175
tomou	18538	4176
pensão	18536	4177
servem	18534	4178
antunes	18534	4179
preenchimento	18516	4180
energias	18511	4181
linda	18504	4182
pensei	18503	4183
proibição	18502	4184
promovendo	18502	4185
fio	18496	4186
abuso	18491	4187
únicos	18488	4188
download	18488	4189
canções	18479	4190
orquestra	18456	4191
restante	18449	4192
capitais	18438	4193
adianta	18437	4194
sensibilidade	18434	4195
iremos	18429	4196
nomeado	18428	4197
iphone	18422	4198
montanha	18419	4199
curiosidade	18417	4200
negro	18409	4201
futuras	18409	4202
britânica	18405	4203
testemunho	18404	4204
amplo	18402	4205
pacientes	18396	4206
percursos	18376	4207
ocupa	18372	4208
mini	18372	4209
sapatos	18359	4210
informou	18359	4211
trocar	18347	4212
segredos	18333	4213
estilos	18329	4214
sobrevivência	18319	4215
estaria	18314	4216
religião	18308	4217
consideram	18305	4218
consolidação	18299	4219
dura	18297	4220
magalhães	18294	4221
workshops	18278	4222
instalado	18276	4223
contratar	18272	4224
folha	18263	4225
levam	18259	4226
empresário	18258	4227
lavar	18249	4228
colocou	18246	4229
relacionada	18245	4230
logística	18242	4231
carolina	18238	4232
compensação	18237	4233
inserido	18234	4234
responde	18228	4235
prévio	18228	4236
manuais	18217	4237
intensa	18212	4238
dom	18210	4239
artístico	18207	4240
suportar	18206	4241
ruído	18206	4242
fornece	18201	4243
colectivo	18199	4244
limitada	18190	4245
noutras	18190	4246
bilhete	18189	4247
consegui	18178	4248
horta	18162	4249
caixas	18161	4250
ficheiro	18160	4251
supervisão	18160	4252
profundamente	18158	4253
estúdio	18151	4254
polémica	18145	4255
competições	18143	4256
façam	18143	4257
baixas	18141	4258
onu	18138	4259
sofrimento	18135	4260
maquilhagem	18134	4261
kg	18116	4262
sítios	18111	4263
jazz	18111	4264
elaborado	18106	4265
henriques	18104	4266
j	18102	4267
interação	18099	4268
internos	18095	4269
nomeação	18087	4270
parâmetros	18086	4271
propor	18083	4272
valorizar	18076	4273
áudio	18064	4274
atmosfera	18064	4275
circunstância	18057	4276
entrevistas	18056	4277
introduzir	18053	4278
impactos	18051	4279
felizmente	18048	4280
altas	18048	4281
cumprimentos	18043	4282
limpar	18036	4283
fruta	18033	4284
normais	18032	4285
substâncias	18030	4286
históricos	18029	4287
judiciais	18022	4288
ás	18012	4289
rodrigo	18009	4290
suficientes	18005	4291
hóspedes	17999	4292
atribuída	17997	4293
negativos	17993	4294
horizonte	17989	4295
caráter	17983	4296
condóminos	17979	4297
frisou	17974	4298
falha	17974	4299
intervir	17969	4300
dita	17968	4301
cabral	17967	4302
rotina	17965	4303
ficado	17956	4304
gostar	17956	4305
vieram	17955	4306
interface	17954	4307
coordenadora	17947	4308
tratados	17945	4309
externo	17944	4310
mundiais	17944	4311
apresentadora	17934	4312
localidade	17923	4313
sentidos	17920	4314
infeção	17920	4315
identificados	17905	4316
relevo	17902	4317
múltiplas	17901	4318
figueira	17897	4319
generalidade	17888	4320
tradições	17888	4321
compatível	17875	4322
kit	17858	4323
aproximação	17857	4324
prato	17851	4325
deve-se	17845	4326
meados	17842	4327
ténis	17826	4328
fortemente	17822	4329
masculino	17817	4330
turísticos	17811	4331
músico	17806	4332
amostra	17797	4333
probabilidade	17791	4334
fecho	17789	4335
biodiversidade	17780	4336
sport	17779	4337
prédios	17768	4338
lados	17767	4339
abrange	17756	4340
beja	17749	4341
gravação	17734	4342
inerentes	17731	4343
direção-geral	17731	4344
devida	17728	4345
esperamos	17726	4346
aspeto	17726	4347
duplo	17687	4348
negativa	17675	4349
designado	17666	4350
frequente	17664	4351
mínimos	17663	4352
americana	17657	4353
gráfico	17657	4354
senhores	17654	4355
aliança	17647	4356
gil	17645	4357
marítima	17643	4358
conquistar	17630	4359
ip	17610	4360
mosteiro	17608	4361
propriamente	17605	4362
legislador	17590	4363
xviii	17586	4364
suíça	17555	4365
limitado	17535	4366
permitido	17531	4367
correu	17530	4368
club	17523	4369
bebés	17517	4370
rapaz	17516	4371
médias	17515	4372
use	17513	4373
perde	17511	4374
cortar	17507	4375
curriculares	17505	4376
demonstra	17501	4377
definidas	17501	4378
ganho	17496	4379
pessoalmente	17490	4380
currículo	17490	4381
belas	17489	4382
turquia	17489	4383
andrade	17473	4384
missões	17469	4385
abertos	17467	4386
proposto	17464	4387
dinâmicas	17461	4388
verbas	17461	4389
creio	17458	4390
podiam	17457	4391
desenhos	17449	4392
fechado	17431	4393
beber	17426	4394
justifica	17424	4395
poeta	17422	4396
agradecer	17420	4397
barato	17414	4398
conheço	17412	4399
construída	17409	4400
obtido	17409	4401
cláusula	17406	4402
obteve	17406	4403
gestor	17398	4404
mães	17395	4405
máscaras	17386	4406
capitão	17384	4407
tuas	17383	4408
executiva	17383	4409
desenvolveu	17382	4410
correspondência	17377	4411
pura	17373	4412
realizador	17366	4413
exteriores	17365	4414
dependente	17362	4415
corre	17361	4416
símbolo	17351	4417
comandante	17347	4418
correspondentes	17341	4419
característica	17327	4420
lectivo	17324	4421
recordar	17323	4422
gasolina	17303	4423
carregamento	17301	4424
bernardo	17297	4425
fibra	17288	4426
ganhos	17285	4427
inserção	17281	4428
baixar	17280	4429
catálogo	17280	4430
caça	17276	4431
práticos	17272	4432
singular	17265	4433
religiosa	17259	4434
especializados	17256	4435
queres	17241	4436
cérebro	17234	4437
sabendo	17233	4438
depoimento	17224	4439
falamos	17219	4440
is	17212	4441
relacionado	17210	4442
operador	17203	4443
dj	17199	4444
ficção	17197	4445
dava	17195	4446
assenta	17193	4447
ensaio	17192	4448
biologia	17180	4449
clássicos	17172	4450
gigante	17169	4451
carla	17162	4452
preencher	17161	4453
farmácia	17160	4454
fugir	17158	4455
criativa	17138	4456
descubra	17133	4457
inesc	17129	4458
metas	17127	4459
pp.	17124	4460
rendas	17121	4461
luis	17109	4462
satisfazer	17108	4463
cpp	17103	4464
atendendo	17100	4465
recolher	17096	4466
seguidores	17070	4467
etapas	17069	4468
adoro	17060	4469
largura	17044	4470
pt-11	17043	4471
empate	17033	4472
soberania	17033	4473
gastos	17029	4474
efectiva	17023	4475
colocada	17020	4476
estimular	17011	4477
imaginação	17005	4478
definitivamente	17005	4479
diversão	17005	4480
supra	16997	4481
hipóteses	16997	4482
esquerdo	16990	4483
rica	16982	4484
canadá	16981	4485
coluna	16980	4486
inovadoras	16976	4487
obriga	16974	4488
expressões	16973	4489
incentivo	16958	4490
falava	16953	4491
reprodução	16950	4492
ensinar	16943	4493
definida	16943	4494
adoção	16939	4495
promessa	16936	4496
famalicão	16924	4497
panorama	16922	4498
faltam	16914	4499
sabores	16912	4500
israel	16896	4501
meta	16886	4502
caracterização	16884	4503
gestores	16881	4504
orçamentos	16878	4505
visitante	16878	4506
tecidos	16877	4507
bater	16875	4508
anunciar	16875	4509
mecânica	16874	4510
aparelhos	16868	4511
viveu	16864	4512
especializado	16844	4513
tornam	16838	4514
aço	16835	4515
lembrou	16830	4516
chinesa	16825	4517
estatísticas	16825	4518
y	16823	4519
mora	16823	4520
percorrer	16820	4521
oficialmente	16819	4522
gastar	16819	4523
contribuições	16816	4524
pormenor	16815	4525
méxico	16811	4526
paisagens	16807	4527
poluição	16805	4528
incentivos	16804	4529
chá	16797	4530
eis	16792	4531
personalizado	16789	4532
despedimento	16787	4533
lesão	16784	4534
constantemente	16784	4535
apostas	16781	4536
lentes	16780	4537
editorial	16778	4538
alegre	16778	4539
apuramento	16777	4540
camões	16774	4541
estável	16771	4542
amaral	16770	4543
contam	16768	4544
dinamização	16765	4545
admitiu	16764	4546
incidência	16763	4547
concreta	16754	4548
eletricidade	16752	4549
fluxo	16750	4550
simões	16749	4551
wi-fi	16747	4552
acompanha	16744	4553
complementares	16742	4554
salvar	16732	4555
mobiliário	16721	4556
travessa	16718	4557
levantar	16710	4558
criativo	16694	4559
maus	16687	4560
abordar	16686	4561
assinalar	16685	4562
estadia	16681	4563
pernas	16678	4564
ricos	16660	4565
activo	16659	4566
atingiu	16644	4567
concretas	16639	4568
basquetebol	16639	4569
litoral	16637	4570
acessos	16634	4571
stock	16626	4572
itens	16626	4573
reclamação	16623	4574
promovida	16622	4575
únicas	16619	4576
externos	16617	4577
quantas	16614	4578
avaliações	16613	4579
big	16609	4580
regimes	16609	4581
arbitragem	16608	4582
sombra	16606	4583
lateral	16602	4584
leste	16593	4585
pedras	16588	4586
séries	16583	4587
espacial	16581	4588
licenciamento	16580	4589
império	16578	4590
aparecimento	16578	4591
fixa	16573	4592
indicações	16567	4593
pme	16541	4594
sorriso	16540	4595
avalie	16540	4596
tributária	16533	4597
calhar	16529	4598
noutro	16528	4599
extrema	16519	4600
ctt	16514	4601
vossos	16512	4602
descida	16491	4603
continuação	16490	4604
caiu	16486	4605
fazerem	16484	4606
realiza-se	16482	4607
anuais	16477	4608
êxito	16475	4609
azevedo	16474	4610
envolvendo	16467	4611
ideais	16465	4612
casino	16460	4613
básicas	16457	4614
destina-se	16456	4615
complemento	16455	4616
pré-escolar	16432	4617
forno	16431	4618
narrativa	16429	4619
chamados	16423	4620
conter	16423	4621
justificação	16418	4622
ate	16418	4623
depressão	16412	4624
revelam	16412	4625
sénior	16412	4626
metal	16411	4627
arroz	16410	4628
quotidiano	16408	4629
votar	16390	4630
ave	16379	4631
penas	16378	4632
nogueira	16375	4633
consciente	16373	4634
tons	16369	4635
significativamente	16367	4636
portos	16360	4637
lobo	16356	4638
soube	16353	4639
adaptar	16349	4640
verifica	16337	4641
elaborar	16333	4642
certificados	16332	4643
garantido	16329	4644
li	16327	4645
saídas	16320	4646
oração	16313	4647
navio	16312	4648
sexuais	16312	4649
alargado	16312	4650
dum	16306	4651
doutrina	16302	4652
reportagem	16298	4653
tentou	16290	4654
oceano	16286	4655
look	16270	4656
usam	16261	4657
espetáculos	16258	4658
toma	16256	4659
salientar	16255	4660
apanhar	16253	4661
piscinas	16248	4662
recolhidos	16243	4663
magia	16233	4664
distintos	16229	4665
daquelas	16221	4666
out	16200	4667
liquidação	16200	4668
degradação	16198	4669
acrescentar	16196	4670
macau	16193	4671
gráfica	16184	4672
chocolate	16183	4673
amarelo	16179	4674
básicos	16178	4675
ligeiramente	16175	4676
dano	16171	4677
profissionalismo	16170	4678
arranjar	16167	4679
intenso	16153	4680
prescrição	16149	4681
embalagem	16143	4682
carnaval	16139	4683
varanda	16139	4684
informa	16130	4685
debaixo	16129	4686
confusão	16127	4687
coligação	16123	4688
pesquisas	16119	4689
embalagens	16115	4690
eficazes	16103	4691
tarifas	16099	4692
massas	16098	4693
paciente	16092	4694
estágios	16090	4695
lote	16089	4696
divertido	16085	4697
aplicadas	16085	4698
educativas	16084	4699
luzes	16077	4700
aproveite	16077	4701
terraço	16073	4702
atribuir	16072	4703
episódios	16070	4704
triunfo	16069	4705
sujeita	16062	4706
funcionam	16052	4707
paços	16051	4708
receio	16048	4709
libertação	16048	4710
leque	16041	4711
treinar	16036	4712
muda	16033	4713
emoção	16032	4714
visam	16031	4715
nisso	16028	4716
diga	16017	4717
estivesse	16011	4718
resultar	16009	4719
desempregados	16009	4720
globais	16004	4721
acessíveis	16000	4722
harmonia	15978	4723
unesco	15976	4724
vozes	15973	4725
alimento	15973	4726
bélgica	15965	4727
fado	15964	4728
abreu	15962	4729
encomendas	15962	4730
cresceu	15956	4731
licenciado	15953	4732
fuga	15945	4733
show	15944	4734
indicador	15939	4735
disseram	15934	4736
orgânica	15929	4737
lançada	15925	4738
integridade	15922	4739
garcia	15920	4740
personalidades	15916	4741
impugnação	15914	4742
comparar	15914	4743
city	15911	4744
civis	15910	4745
concluído	15909	4746
extremo	15906	4747
melhorias	15900	4748
brilho	15896	4749
l.	15896	4750
encontrou	15895	4751
nação	15894	4752
evidência	15880	4753
seio	15879	4754
ha	15879	4755
obstáculos	15870	4756
elevadas	15870	4757
luísa	15865	4758
comunitária	15859	4759
autocarros	15858	4760
levando	15857	4761
litros	15852	4762
sons	15848	4763
vestidos	15841	4764
compreende	15841	4765
renováveis	15839	4766
coletivo	15836	4767
up	15835	4768
envolvidas	15830	4769
nesses	15830	4770
michael	15828	4771
cantor	15827	4772
continuou	15822	4773
cgd	15817	4774
oeiras	15816	4775
cantar	15809	4776
provada	15809	4777
apartamentos	15808	4778
sociologia	15807	4779
colaborar	15799	4780
